,City,Lat,Lon,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
37,Aryanah,36.8601,10.1934,67.87,88,0,2.3,TN,1626930290
38,Barrow,71.2906,-156.7887,37.42,87,90,18.41,US,1626930291
39,Thompson,55.7435,-97.8558,66.36,72,90,3.44,CA,1626930010
40,Busselton,-33.65,115.3333,56.08,66,94,8.77,AU,1626930291
41,São Filipe,14.8961,-24.4956,75.81,87,35,6.51,CV,1626930292
42,Hofn,64.2539,-15.2082,52.88,84,11,6.06,IS,1626930292
43,Jalu,29.0331,21.5482,79.0,58,3,9.17,LY,1626930292
44,Senanga,-16.1167,23.2667,47.93,38,0,5.79,ZM,1626930293
45,Esmeraldas,-19.7625,-44.3139,58.42,76,23,3.6,BR,1626930097
46,Benghazi,32.1167,20.0667,80.11,70,23,13.73,LY,1626930294
47,Jamestown,42.097,-79.2353,58.71,92,6,1.77,US,1626930026
48,Ilulissat,69.2167,-51.1,44.62,81,40,0.0,GL,1626930294
49,Lermontovka,47.1453,134.3383,85.35,67,80,4.21,RU,1626930295
50,Rincon,32.296,-81.2354,80.85,87,1,3.44,US,1626930295
51,Deputatsky,69.3,139.9,57.02,61,100,7.07,RU,1626930295
52,North Shore,-36.8,174.75,60.48,83,100,4.0,NZ,1626930196
53,São João da Barra,-21.6403,-41.0511,63.46,90,86,4.68,BR,1626930240
54,Hasaki,35.7333,140.8333,95.29,70,8,9.91,JP,1626930296
55,Yellowknife,62.456,-114.3525,66.56,68,43,3.0,CA,1626930265
56,Brae,60.3964,-1.353,53.51,92,3,12.84,GB,1626930297
57,Vardø,70.3705,31.1107,44.8,80,100,15.55,NO,1626930189
58,Cherskiy,68.75,161.3,64.38,51,86,4.47,RU,1626930298
59,Lüderitz,-26.6481,15.1594,51.21,38,7,14.43,NA,1626930298
60,Valparaíso,-33.0393,-71.6273,52.48,82,90,0.0,CL,1626930215
61,Ahipara,-35.1667,173.1667,56.35,88,98,5.68,NZ,1626930299
62,College,64.8569,-147.8028,72.28,54,82,4.56,US,1626930100
63,Malatya Province,38.5,38.0,78.85,34,0,10.36,TR,1626930300
64,San Cristobal,7.7669,-72.225,64.38,98,96,4.41,VE,1626930096
65,Castro,-24.7911,-50.0119,46.65,56,0,2.37,BR,1626930301
66,New Castle,41.0037,-80.347,61.05,90,28,3.33,US,1626929839
67,Dikson,73.5069,80.5464,51.8,65,100,17.07,RU,1626930301
68,Hamilton,39.1834,-84.5333,68.85,84,44,4.41,US,1626930010
69,Mahabalipuram,12.6264,80.1722,89.65,50,91,24.85,IN,1626930304
70,Leeton,-34.5667,146.4,54.9,57,98,11.16,AU,1626930305
71,Lorengau,-2.0226,147.2712,84.45,71,100,7.25,PG,1626930076
72,Vyartsilya,62.1764,30.693,57.13,66,100,9.4,RU,1626930305
73,Viranşehir,37.2353,39.7631,83.97,47,0,2.1,TR,1626930306
74,Homer,59.6425,-151.5483,57.09,86,90,4.61,US,1626930306
75,Clyde River,70.4692,-68.5914,37.63,100,90,2.3,CA,1626930306
76,Ponta do Sol,32.6667,-17.1,68.72,82,0,4.61,PT,1626930307
77,Great Yarmouth,52.6083,1.7305,60.94,89,1,3.6,GB,1626930307
78,New Norfolk,-42.7826,147.0587,56.91,56,99,3.0,AU,1626930308
79,Maceió,-9.6658,-35.7353,71.04,100,75,3.44,BR,1626930308
80,Puerto Ayora,-0.7393,-90.3518,70.56,97,99,4.0,EC,1626930309
81,Nouadhibou,20.931,-17.0347,66.85,90,4,22.15,MR,1626930309
82,Port Augusta,-32.5,137.7667,51.71,54,99,19.06,AU,1626930310
83,Hobart,-42.8794,147.3294,57.25,52,75,1.99,AU,1626930310
84,Mataura,-46.1927,168.8643,47.48,90,45,2.89,NZ,1626930310
85,Vaini,-21.2,-175.2,75.36,88,20,5.75,TO,1626930311
86,Rio Grande,-32.035,-52.0986,50.09,69,25,4.27,BR,1626930311
87,Chui,-33.6971,-53.4616,46.27,81,99,5.44,UY,1626930311
88,Esperance,-33.8667,121.9,57.06,58,49,15.46,AU,1626930312
89,Port Keats,-14.25,129.55,86.36,23,72,9.66,AU,1626930312
90,Bethel,41.3712,-73.414,69.03,86,0,7.72,US,1626930313
91,Mar del Plata,-38.0023,-57.5575,51.1,46,100,10.0,AR,1626930313
92,Wajir,1.7471,40.0573,75.27,68,58,17.52,KE,1626930136
93,Nikolskoye,59.7035,30.7861,61.79,57,67,9.33,RU,1626930314
94,Mount Isa,-20.7333,139.5,82.17,16,6,10.36,AU,1626930061
95,Mahébourg,-20.4081,57.7,74.25,58,71,16.89,MU,1626930072
96,Sørland,67.667,12.6934,48.27,88,100,19.91,NO,1626930314
97,Cape Town,-33.9258,18.4232,45.88,91,68,1.01,ZA,1626930315
98,Shebalino,51.2917,85.6772,78.22,50,84,4.29,RU,1626930315
99,Maţāy,28.419,30.7792,82.65,51,0,13.42,EG,1626930316
100,Churapcha,62.0025,132.4325,73.53,54,98,10.74,RU,1626930316
101,Butaritari,3.0707,172.7902,83.12,74,20,12.28,KI,1626930316
102,Pacific Grove,36.6177,-121.9166,62.02,87,90,3.0,US,1626930317
103,Constitución,-35.3333,-72.4167,52.63,88,100,1.5,CL,1626930317
104,Tuktoyaktuk,69.4541,-133.0374,43.02,95,47,13.67,CA,1626930318
105,Dukhovnitskoye,52.4828,48.2137,73.09,78,91,12.82,RU,1626930318
106,Baykit,61.67,96.37,71.46,62,36,1.61,RU,1626930319
107,Oranjemund,-28.55,16.4333,50.14,72,11,13.13,NA,1626930319
108,Camacha,33.0833,-16.3333,65.62,88,40,9.22,PT,1626930319
109,Angoche,-16.2325,39.9086,72.75,83,0,1.01,MZ,1626930320
110,East London,-33.0153,27.9116,49.57,62,47,25.05,ZA,1626930253
111,Chicama,-7.8447,-79.1469,64.63,84,31,5.86,PE,1626930321
112,Forsytheganj,52.6333,29.7333,59.77,60,0,9.84,BY,1626930321
113,Nokaneng,-19.6667,22.2667,43.21,50,0,7.34,BW,1626930322
114,Kapaa,22.0752,-159.319,80.92,80,75,5.01,US,1626930322
115,Banda Aceh,5.5577,95.3222,87.4,62,48,15.75,ID,1626930323
116,Candelaria,13.9311,121.4233,79.39,85,98,12.01,PH,1626930324
117,Nanortalik,60.1432,-45.2371,42.44,97,91,12.62,GL,1626930324
118,Riyadh,24.6877,46.7219,100.54,26,27,14.16,SA,1626930324
119,Reitz,-27.8014,28.4273,26.83,62,0,14.27,ZA,1626930325
120,Guarapari,-20.6667,-40.4975,62.49,90,26,3.24,BR,1626930325
121,Atuona,-9.8,-139.0333,77.58,68,47,15.23,PF,1626930326
122,Tuatapere,-46.1333,167.6833,47.82,74,65,4.38,NZ,1626930327
123,Vanavara,60.34,102.2797,68.86,55,98,4.23,RU,1626930328
124,Saint George,37.1041,-113.5841,88.36,47,1,7.0,US,1626930328
125,Eyl,7.9803,49.8164,83.61,55,9,28.27,SO,1626930329
126,Saldanha,-33.0117,17.9442,51.71,64,61,12.68,ZA,1626930329
127,Savé,8.0425,2.486,71.24,87,82,3.6,BJ,1626930329
128,Menongue,-14.6585,17.691,44.02,47,0,3.44,AO,1626930330
129,Hualmay,-11.0964,-77.6139,62.62,85,16,9.33,PE,1626930330
130,Pevek,69.7008,170.3133,44.13,66,8,7.9,RU,1626930331
131,Teahupoo,-17.8333,-149.2667,73.36,75,53,13.15,PF,1626930331
132,Torbay,47.6666,-52.7314,50.58,98,100,1.99,CA,1626930200
133,Mahajanga,-15.7167,46.3167,73.42,60,75,11.5,MG,1626930332
134,Tucumcari,35.1717,-103.725,73.94,53,1,10.36,US,1626930333
135,Bredasdorp,-34.5322,20.0403,39.27,88,73,6.55,ZA,1626930333
136,Sioux Lookout,50.1001,-91.917,61.75,76,100,5.26,CA,1626930334
137,Okato,-39.2,173.8833,53.42,84,65,13.35,NZ,1626930334
138,Berbera,10.4396,45.0143,91.67,38,14,33.64,SO,1626930335
139,Hong Kong,22.2855,114.1577,91.26,73,39,4.0,HK,1626930335
140,Paraná,-31.732,-60.5238,53.55,60,5,7.61,AR,1626930068
141,Rio Negro,-26.1058,-49.7975,45.68,77,0,1.99,BR,1626930336
142,Kahului,20.8947,-156.47,78.82,77,1,14.97,US,1626930336
143,Saskylakh,71.9167,114.0833,67.8,45,100,16.46,RU,1626930336
144,Bluff,-46.6,168.3333,47.8,61,46,10.33,NZ,1626930337
145,Cidreira,-30.1811,-50.2056,52.57,70,0,3.96,BR,1626930339
146,Pyu,18.4833,96.4333,82.58,87,94,11.03,MM,1626930339
147,Strezhevoy,60.7333,77.5889,67.98,93,100,8.57,RU,1626930339
148,Ribeira Grande,38.5167,-28.7,68.41,67,42,15.01,PT,1626930340
149,Lagoa,39.05,-27.9833,66.69,77,89,16.96,PT,1626930341
150,Águilas,37.4063,-1.5829,73.06,48,0,6.15,ES,1626930341
151,Hastings,50.8552,0.5729,65.32,94,0,8.66,GB,1626930342
152,Itarema,-2.9248,-39.9167,78.17,79,4,15.28,BR,1626930343
153,Sorong,-0.8833,131.25,81.64,83,84,14.56,ID,1626930343
154,Buraidah,26.326,43.975,99.5,14,5,13.58,SA,1626930343
155,Beatrice,40.2681,-96.747,74.86,83,1,5.75,US,1626930344
156,Alexandria,31.2156,29.9553,80.19,72,0,10.47,EG,1626930345
157,Kidal,18.4411,1.4078,82.78,55,79,8.28,ML,1626930345
158,San Francisco de Macorís,19.2952,-70.2554,78.58,97,99,1.12,DO,1626930345
159,Beibei,29.8256,106.4339,96.37,60,100,4.38,CN,1626930346
160,Kitob,39.0843,66.8332,88.38,15,0,10.58,UZ,1626930346
161,Provideniya,64.3833,-173.3,51.91,66,75,11.18,RU,1626930347
162,Codrington,-38.2667,141.9667,50.83,68,100,15.68,AU,1626930348
163,Norman Wells,65.282,-126.8329,66.24,59,75,11.5,CA,1626930348
164,Klaksvík,62.2266,-6.589,52.72,93,22,11.45,FO,1626930349
165,Mariana,-20.3778,-43.4161,55.71,92,44,0.89,BR,1626930350
166,Hithadhoo,-0.6,73.0833,82.29,73,100,12.59,MV,1626930350
167,Gumdag,39.2061,54.5906,97.43,13,13,17.76,TM,1626930350
168,Paita,-5.0892,-81.1144,65.57,84,3,10.67,PE,1626930054
169,Arrondissement de Morlaix,48.5833,-4.0,68.32,68,0,6.91,FR,1626930351
170,Port-Gentil,-0.7193,8.7815,73.89,78,85,12.1,GA,1626930352
171,Katete,-0.7818,29.7544,66.09,58,6,2.35,UG,1626930353
172,Ibaiti,-23.8486,-50.1878,47.37,55,0,3.83,BR,1626930353
173,Mazatlán,23.2167,-106.4167,87.03,69,75,1.01,MX,1626930161
174,Saint-Philippe,-21.3585,55.7679,71.22,73,47,13.29,RE,1626930355
175,Presidente Médici,-11.1753,-61.9014,69.35,52,0,3.56,BR,1626930210
176,The Valley,18.217,-63.0578,82.09,76,2,20.94,AI,1626930356
177,Areosa,41.7178,-8.8571,65.68,96,46,1.7,PT,1626930357
178,Puerto Madryn,-42.7692,-65.0385,54.16,58,100,9.51,AR,1626930357
179,Pedro Velho,-6.4392,-35.2214,69.44,94,9,8.93,BR,1626930358
180,Itacoatiara,-3.1431,-58.4442,73.78,87,13,2.24,BR,1626930359
181,Uglovskoye,51.3557,80.1942,80.89,40,67,13.49,RU,1626930360
182,Lebu,-37.6167,-73.65,50.11,91,100,3.94,CL,1626930360
183,Minden,52.2833,8.9167,63.09,93,75,1.14,DE,1626930361
184,Tessalit,20.1986,1.0114,84.83,50,26,4.52,ML,1626930361
185,Evensk,61.95,159.2333,49.82,94,100,9.51,RU,1626930362
186,Elko,41.0002,-115.5012,80.22,29,85,7.0,US,1626930115
187,Bambanglipuro,-7.95,110.2833,83.71,65,71,13.04,ID,1626930363
188,Kaka,37.3482,59.6143,98.83,11,0,13.49,TM,1626930363
189,Bereda,43.2686,-7.5406,61.14,100,95,1.43,ES,1626930364
190,Belyy Yar,53.6039,91.3903,75.09,57,0,4.47,RU,1626930364
191,Beloha,-25.1667,45.05,69.55,61,19,7.38,MG,1626930366
192,Nerchinskiy Zavod,51.3088,119.61,84.09,66,1,10.13,RU,1626930366
193,Port Pirie,-33.1833,138.0167,50.09,53,94,22.39,AU,1626930367
194,Nemuro,43.3236,145.575,63.63,91,73,11.39,JP,1626930369
195,Kondinskoye,59.6481,67.41,72.37,58,73,4.29,RU,1626930370
196,Coquimbo,-29.9533,-71.3436,49.73,93,90,3.44,CL,1626930371
197,Vao,-22.6667,167.4833,71.13,68,98,13.76,NC,1626930372
198,Longyearbyen,78.2186,15.6401,42.64,70,75,4.61,SJ,1626930372
199,Semnan,35.5729,53.3971,89.49,14,20,3.58,IR,1626930373
200,Agadez,19.75,10.25,85.75,27,16,2.59,NE,1626930374
201,Viedma,-40.8135,-62.9967,50.56,48,100,12.73,AR,1626930375
202,Khovd,48.0056,91.6419,81.95,22,86,5.53,MN,1626930375
203,Yangjiang,21.85,111.9667,85.95,76,100,5.91,CN,1626930376
204,Qasigiannguit,68.8193,-51.1922,44.85,90,92,3.15,GL,1626930376
205,Bagdarin,54.4333,113.6,56.73,98,100,4.41,RU,1626930377
206,Santa Cruz de la Sierra,-17.8,-63.1667,62.29,50,19,1.59,BO,1626930377
207,Ambilobe,-13.2,49.05,75.83,56,0,8.16,MG,1626930379
208,Wanning,18.8003,110.3967,86.65,70,98,10.36,CN,1626930380
209,Mackay,-21.15,149.2,67.68,52,1,9.13,AU,1626930381
210,Norfolk,42.1668,-71.2495,67.06,82,5,5.7,US,1626930115
211,Port Hardy,50.6996,-127.4199,53.78,100,75,3.44,CA,1626930382
212,Faanui,-16.4833,-151.75,78.94,77,14,16.42,PF,1626930382
213,Bafoulabé,13.8065,-10.8321,79.52,80,95,11.68,ML,1626930383
214,Bathsheba,13.2167,-59.5167,81.21,83,40,18.41,BB,1626930383
215,Saint Anthony,45.0205,-93.218,75.52,85,1,10.36,US,1626930383
216,Natal,-5.795,-35.2094,72.25,94,75,6.91,BR,1626930384
217,Isangel,-19.55,169.2667,78.91,78,75,5.75,VU,1626930384
218,Morón,-34.6534,-58.6198,54.99,73,98,1.01,AR,1626930385
219,Alépé,5.5004,-3.6631,75.07,94,68,2.08,CI,1626930386
220,Carballo,43.213,-8.691,63.28,94,96,2.19,ES,1626930386
221,Coyhaique,-45.5752,-72.0662,49.95,71,90,9.22,CL,1626930387
222,Katangli,51.7102,143.2326,74.26,72,100,5.88,RU,1626930387
223,Half Moon Bay,37.4636,-122.4286,65.75,83,1,0.0,US,1626930388
224,Alofi,-19.0595,-169.9187,76.6,83,54,20.33,NU,1626930389
225,Herat Province,34.5,62.0,90.09,14,0,14.88,AF,1626930389
226,Turochak,52.2576,87.1224,79.9,51,95,3.11,RU,1626930389
227,Ginir,7.1333,40.7,61.72,67,62,15.9,ET,1626930137
228,Margate,51.3813,1.3862,63.95,92,0,6.62,GB,1626930390
229,Metro,-5.1131,105.3067,90.0,54,81,3.29,ID,1626930390
230,Adrar,20.5022,-10.0711,80.82,16,61,10.78,MR,1626930391
231,Kloulklubed,7.0419,134.2556,88.3,74,94,13.38,PW,1626930391
232,Mossamedes,-15.1961,12.1522,65.25,71,0,2.84,AO,1626930392
233,Lao Cai,22.4833,103.95,93.83,59,94,0.69,VN,1626930392
234,Hita,33.3167,130.9333,90.37,64,100,8.41,JP,1626930393
235,Nhulunbuy,-12.2333,136.7667,84.81,51,20,10.36,AU,1626930393
236,Kumul,42.8,93.45,97.95,14,23,3.65,CN,1626930394
237,Nikol'sk,53.7189,46.0712,58.59,95,100,12.35,RU,1626930394
238,Pestovo,58.5938,35.8024,58.26,47,4,6.8,RU,1626930394
239,Komsomolets,53.7453,62.0708,77.29,63,32,5.79,KZ,1626930395
240,Bengkulu,-3.8004,102.2655,84.15,63,61,5.64,ID,1626930396
241,Vitória da Conquista,-14.8661,-40.8394,55.94,97,35,6.2,BR,1626930397
242,Henties Bay,-22.116,14.2845,53.96,78,0,4.29,NA,1626930397
243,Natá,8.3333,-80.5167,81.46,88,99,4.52,PA,1626930398
244,Saint-Pierre,-21.3393,55.4781,71.29,57,0,3.44,RE,1626930398
245,Lakatoro,-16.0999,167.4164,80.51,75,33,5.1,VU,1626930399
246,Moa,20.6569,-74.9403,79.0,88,4,11.59,CU,1626930399
247,Chokurdakh,70.6333,147.9167,55.33,58,98,7.94,RU,1626930400
248,Kaseda-shirakame,31.4167,130.3167,83.35,70,100,15.28,JP,1626930401
249,Carnarvon,-24.8667,113.6333,68.74,54,3,11.21,AU,1626930402
250,Nizhniy Ingash,56.2,96.53,75.72,46,39,6.08,RU,1626930402
251,Umba,66.6871,34.3429,51.35,83,99,9.46,RU,1626930402
252,Kirakira,-10.4544,161.9205,82.67,78,57,10.09,SB,1626930403
253,Oneonta,42.4529,-75.0638,59.29,92,0,1.83,US,1626930403
254,Santa Rita,-7.1139,-34.9781,70.47,100,20,3.44,BR,1626930404
255,Pochutla,15.7432,-96.4661,79.83,88,79,4.27,MX,1626930404
256,Clarence Town,-32.5833,151.7833,65.07,43,3,2.24,AU,1626930406
257,Matamoros,25.5333,-103.25,74.1,58,4,2.62,MX,1626930406
258,Te Anau,-45.4167,167.7167,43.41,88,44,2.93,NZ,1626930407
259,Elizabeth City,36.2946,-76.2511,78.03,87,90,6.91,US,1626930408
260,Ko Samui,9.5357,99.9357,84.99,71,91,16.4,TH,1626930408
261,Russell,32.3502,-85.1999,74.98,94,66,1.12,US,1626930115
262,Biak,-0.9131,122.8766,78.26,83,100,8.66,ID,1626930409
263,Palencia,42.4167,-4.5,63.79,84,0,5.99,ES,1626930409
264,Lata,40.1629,-8.3327,61.92,92,93,3.11,PT,1626930410
265,Vila Franca do Campo,37.7167,-25.4333,66.61,82,86,6.51,PT,1626930411
266,Mizdah,31.4451,12.9801,68.25,72,0,1.36,LY,1626930412
267,Yar-Sale,66.8333,70.8333,63.07,65,18,15.59,RU,1626930412
268,Belaya Gora,68.5333,146.4167,66.83,41,76,8.7,RU,1626930413
269,Sobolevo,54.4299,31.8996,57.47,67,0,9.57,RU,1626930414
270,Mtwara,-10.2667,40.1833,72.23,88,6,10.07,TZ,1626930415
271,Yatou,37.15,122.3833,86.25,59,92,7.2,CN,1626930416
272,Bucerías,20.75,-105.3333,81.0,88,100,1.92,MX,1626930306
273,Broome,42.2506,-75.833,59.36,86,0,2.39,US,1626930417
274,Shibetsu,43.659,145.132,70.61,83,80,8.52,JP,1626930417
275,Sedalia,38.7045,-93.2283,71.85,88,1,4.61,US,1626930418
276,Muros,42.7762,-9.0603,63.99,88,33,3.76,ES,1626930418
277,Sitka,57.0531,-135.33,57.09,77,90,4.61,US,1626930419
278,Touros,-5.1989,-35.4608,72.5,88,16,13.67,BR,1626930419
279,Pisco,-13.7,-76.2167,61.02,88,90,2.3,PE,1626930420
280,Salvacion,7.9833,126.1333,90.68,52,87,8.93,PH,1626930420
281,Batesville,35.7698,-91.641,76.69,92,1,3.0,US,1626930226
282,El Alto,-4.2714,-81.2147,64.4,84,16,13.73,PE,1626930421
283,Spring Hill,28.4769,-82.5255,84.07,89,97,5.75,US,1626930375
284,Andenes,69.3143,16.1194,50.07,93,75,17.27,NO,1626930423
285,Doha,25.2867,51.5333,102.51,44,0,11.5,QA,1626930327
286,Kirensk,57.7853,108.1119,84.83,39,58,5.23,RU,1626930424
287,Boa Vista,2.8197,-60.6733,78.78,89,40,4.61,BR,1626930424
288,Dukat,62.55,155.55,62.69,71,100,6.8,RU,1626930425
289,Souris,49.6172,-100.2612,72.73,70,1,11.86,CA,1626930425
290,Grindavik,63.8424,-22.4338,55.56,100,90,11.5,IS,1626930426
291,Gamba,-2.65,10.0,71.65,81,100,3.89,GA,1626930426
292,Hervey Bay,-25.2986,152.8535,67.01,53,3,3.0,AU,1626930427
293,Sarnia,42.9787,-82.4041,59.9,79,1,1.99,CA,1626930162
294,Hays,30.0502,-98.0336,74.89,89,43,5.06,US,1626930428
295,Mandan,46.8267,-100.8896,78.78,75,1,3.44,US,1626930271
296,Caravelas,-17.7125,-39.2481,67.91,80,3,3.36,BR,1626930430
297,Barra de Tecoanapa,16.5167,-98.75,77.11,93,65,10.56,MX,1626930431
298,Outjo,-20.1167,16.15,45.39,56,0,9.73,NA,1626930431
299,Ancud,-41.8697,-73.8203,49.53,89,100,11.5,CL,1626930433
300,Asbestovskiy,57.7557,61.3967,73.33,43,79,4.56,RU,1626930433
301,Svetlaya,46.5389,138.3297,74.77,79,100,9.8,RU,1626930433
302,Cooma,-36.2333,149.1333,49.87,39,63,8.55,AU,1626930167
303,Sunrise Manor,36.2111,-115.0731,96.21,30,1,4.61,US,1626930434
304,Rāmpura,30.25,75.2333,90.63,59,50,9.01,IN,1626930434
305,Fohnsdorf,47.2183,14.6819,57.27,94,40,1.14,AT,1626930436
306,Boueni,-12.9025,45.0761,76.98,70,1,15.08,YT,1626930436
307,Alyangula,-13.8483,136.4192,78.6,58,97,2.46,AU,1626930437
308,Pathein,16.7833,94.7333,85.48,75,96,18.41,MM,1626930437
309,Sühbaatar,50.2314,106.2078,73.92,57,70,4.7,MN,1626930437
310,Río Gallegos,-51.6226,-69.2181,37.45,75,0,3.44,AR,1626930438
311,Tasiilaq,65.6145,-37.6368,44.76,98,100,9.24,GL,1626930439
312,‘Āhuimanu,21.4447,-157.8378,82.11,70,75,13.8,US,1626930440
313,Tautira,-17.7333,-149.15,78.82,75,46,13.2,PF,1626930236
314,Nador,35.174,-2.9287,71.85,83,40,3.44,MA,1626930426
315,Corinth,37.9407,22.9573,83.89,63,8,11.12,GR,1626930441
316,Dingle,10.9995,122.6711,86.32,68,79,20.45,PH,1626930442
317,Kotapārh,19.15,82.35,76.75,85,100,7.05,IN,1626930442
318,Kruisfontein,-34.0033,24.7314,42.89,79,97,28.34,ZA,1626930443
319,Talnakh,69.4865,88.3972,68.29,42,96,19.28,RU,1626930443
320,Eureka,40.8021,-124.1637,57.2,78,9,1.01,US,1626930443
321,Chumikan,54.7183,135.315,82.72,47,67,10.69,RU,1626930444
322,Nsanje,-16.92,35.262,68.7,79,1,1.95,MW,1626930445
323,Salalah,17.0151,54.0924,79.75,84,81,14.74,OM,1626930200
324,Lompoc,34.6391,-120.4579,69.1,85,90,8.05,US,1626930446
325,Laas,46.6166,10.7002,67.03,88,78,1.21,IT,1626930446
326,Dunedin,-45.8742,170.5036,47.8,75,88,5.99,NZ,1626930156
327,Storforshei,66.4043,14.5233,51.58,87,75,12.66,NO,1626930449
328,Havre-St-Pierre,50.2334,-63.5986,55.9,93,100,1.32,CA,1626930449
329,Laela,-8.5667,32.05,56.1,71,9,2.42,TZ,1626930450
330,Barzas,55.7167,86.3167,77.23,40,7,7.54,RU,1626930450
331,Odienné,9.51,-7.5692,69.51,96,17,2.66,CI,1626930451
332,Aykhal,66.0,111.5,65.3,66,53,11.16,RU,1626930452
333,Samfya,-11.3649,29.5565,56.35,56,1,5.99,ZM,1626930453
334,Kokopo,-4.352,152.2633,83.41,73,56,10.07,PG,1626930453
335,Alta Floresta,-9.8756,-56.0861,67.73,46,0,3.78,BR,1626930454
336,Mayo,38.8876,-76.5119,75.24,81,1,4.0,US,1626930455
337,Tonoshō,34.4833,134.1833,92.68,68,76,5.86,JP,1626930455
338,Kaupanger,61.1845,7.2404,57.69,87,20,4.61,NO,1626930456
339,Nadym,65.5333,72.5167,66.67,59,65,18.43,RU,1626930457
340,Fort-Shevchenko,44.5086,50.263,90.95,41,0,3.0,KZ,1626930457
341,Kalemie,-5.9475,29.1947,69.98,61,0,2.24,CD,1626930458
342,Kurumkan,54.3,110.3,68.32,71,100,2.26,RU,1626930458
343,Hailun,47.45,126.9333,85.03,67,58,7.61,CN,1626930459
344,Iquique,-20.2208,-70.1431,57.24,74,21,0.74,CL,1626930257
345,Lagunas,-5.2269,-75.6753,69.01,78,1,1.19,PE,1626930460
346,Taywarah,33.35,64.4167,65.17,23,0,10.45,AF,1626930461
347,George Town,5.4112,100.3354,91.33,70,20,8.01,MY,1626929777
348,Zhongshu,24.5167,103.7667,76.57,68,63,3.53,CN,1626930462
349,Amuntai,-2.4177,115.2494,90.32,49,98,1.59,ID,1626930462
350,Pāvilosta,56.8879,21.1859,60.75,59,4,6.71,LV,1626930463
351,Lang Son,21.8333,106.7333,80.73,82,100,1.72,VN,1626930463
352,Hambantota,6.1241,81.1185,86.34,74,20,14.97,LK,1626930464
353,Desterro,-7.2906,-37.0939,64.83,90,41,13.89,BR,1626930465
354,Tongliao,43.6125,122.2653,89.22,46,21,17.76,CN,1626930465
355,Severo-Kuril'sk,50.6789,156.125,52.54,91,76,5.5,RU,1626930466
356,Guerrero Negro,27.9769,-114.0611,69.71,84,54,11.39,MX,1626930466
357,Peniche,39.3558,-9.3811,63.88,89,7,9.57,PT,1626930467
358,Amahai,-3.3333,128.9167,75.45,94,100,2.77,ID,1626930467
